id,from_pages,from_issues,newspaper_id
tageblatt-1926-05-27-a-p0004,,True,tageblatt
tageblatt-1926-05-27-a-p0006,,True,tageblatt
tageblatt-1926-05-29-a-p0006,,True,tageblatt
tageblatt-1926-06-01-a-p0004,,True,tageblatt
tageblatt-1926-06-08-a-p0004,,True,tageblatt
tageblatt-1926-06-09-a-p0004,,True,tageblatt
tageblatt-1926-06-12-a-p0006,,True,tageblatt
tageblatt-1926-06-17-a-p0004,,True,tageblatt
tageblatt-1926-06-22-a-p0004,,True,tageblatt
tageblatt-1926-06-28-a-p0004,,True,tageblatt
tageblatt-1926-06-29-a-p0004,,True,tageblatt
tageblatt-1926-07-06-a-p0004,,True,tageblatt
tageblatt-1926-07-13-a-p0004,,True,tageblatt
tageblatt-1926-07-23-a-p0006,,True,tageblatt
tageblatt-1926-07-24-a-p0006,,True,tageblatt
tageblatt-1926-07-27-a-p0004,,True,tageblatt
tageblatt-1926-07-27-a-p0006,,True,tageblatt
tageblatt-1926-07-29-a-p0004,,True,tageblatt
tageblatt-1926-08-03-a-p0004,,True,tageblatt
tageblatt-1926-08-04-a-p0004,,True,tageblatt
tageblatt-1926-08-10-a-p0004,,True,tageblatt
tageblatt-1926-08-12-a-p0004,,True,tageblatt
tageblatt-1926-08-17-a-p0004,,True,tageblatt
tageblatt-1926-08-19-a-p0004,,True,tageblatt
tageblatt-1926-08-24-a-p0004,,True,tageblatt
tageblatt-1926-08-25-a-p0004,,True,tageblatt
tageblatt-1926-08-28-a-p0006,,True,tageblatt
tageblatt-1926-08-31-a-p0004,,True,tageblatt
tageblatt-1926-09-01-a-p0004,,True,tageblatt
tageblatt-1926-09-07-a-p0004,,True,tageblatt
tageblatt-1926-09-08-a-p0004,,True,tageblatt
tageblatt-1926-09-14-a-p0004,,True,tageblatt
tageblatt-1926-09-16-a-p0004,,True,tageblatt
tageblatt-1926-09-18-a-p0006,,True,tageblatt
tageblatt-1926-09-20-a-p0004,,True,tageblatt
tageblatt-1926-09-21-a-p0006,,True,tageblatt
tageblatt-1926-09-22-a-p0004,,True,tageblatt
tageblatt-1926-09-23-a-p0004,,True,tageblatt
tageblatt-1926-09-28-a-p0004,,True,tageblatt
tageblatt-1926-09-30-a-p0004,,True,tageblatt
tageblatt-1926-10-02-a-p0006,,True,tageblatt
tageblatt-1926-10-05-a-p0004,,True,tageblatt
tageblatt-1926-10-07-a-p0004,,True,tageblatt
tageblatt-1926-10-12-a-p0004,,True,tageblatt
tageblatt-1926-10-15-a-p0004,,True,tageblatt
tageblatt-1926-10-19-a-p0006,,True,tageblatt
tageblatt-1926-10-21-b-p0004,,True,tageblatt
tageblatt-1926-10-25-a-p0004,,True,tageblatt
tageblatt-1926-10-26-b-p0004,,True,tageblatt
tageblatt-1926-11-02-a-p0004,,True,tageblatt
tageblatt-1926-11-03-a-p0004,,True,tageblatt
tageblatt-1926-11-09-a-p0004,,True,tageblatt
tageblatt-1926-11-11-b-p0004,,True,tageblatt
tageblatt-1926-11-16-a-p0004,,True,tageblatt
tageblatt-1926-11-17-b-p0004,,True,tageblatt
tageblatt-1926-11-23-a-p0004,,True,tageblatt
tageblatt-1926-11-24-a-p0004,,True,tageblatt
tageblatt-1926-11-30-a-p0004,,True,tageblatt
tageblatt-1926-12-02-a-p0004,,True,tageblatt
tageblatt-1926-12-07-a-p0004,,True,tageblatt
tageblatt-1926-12-08-a-p0004,,True,tageblatt
tageblatt-1926-12-14-a-p0004,,True,tageblatt
tageblatt-1926-12-15-a-p0004,,True,tageblatt
tageblatt-1926-12-20-a-p0004,,True,tageblatt
tageblatt-1926-12-21-a-p0004,,True,tageblatt
tageblatt-1926-12-27-a-p0004,,True,tageblatt
tageblatt-1926-12-28-a-p0004,,True,tageblatt
tageblatt-1927-01-04-a-p0004,,True,tageblatt
tageblatt-1927-01-06-a-p0004,,True,tageblatt
tageblatt-1927-01-11-a-p0004,,True,tageblatt
tageblatt-1927-01-12-a-p0004,,True,tageblatt
tageblatt-1927-01-18-a-p0004,,True,tageblatt
tageblatt-1927-01-25-b-p0004,,True,tageblatt
tageblatt-1927-02-01-b-p0004,,True,tageblatt
tageblatt-1927-02-08-a-p0004,,True,tageblatt
tageblatt-1927-02-16-a-p0004,,True,tageblatt
tageblatt-1927-02-24-a-p0004,,True,tageblatt
tageblatt-1927-03-03-a-p0004,,True,tageblatt
tageblatt-1927-03-08-a-p0006,,True,tageblatt
tageblatt-1927-03-10-a-p0006,,True,tageblatt
tageblatt-1927-03-15-a-p0006,,True,tageblatt
tageblatt-1927-03-24-a-p0006,,True,tageblatt
tageblatt-1927-04-05-b-p0006,,True,tageblatt
tageblatt-1927-04-07-a-p0006,,True,tageblatt
tageblatt-1927-04-14-a-p0006,,True,tageblatt
tageblatt-1927-04-21-a-p0006,,True,tageblatt
tageblatt-1927-04-28-a-p0006,,True,tageblatt
tageblatt-1927-05-03-a-p0006,,True,tageblatt
tageblatt-1927-05-10-a-p0006,,True,tageblatt
tageblatt-1927-05-12-a-p0006,,True,tageblatt
tageblatt-1927-05-17-a-p0006,,True,tageblatt
tageblatt-1927-05-19-a-p0006,,True,tageblatt
tageblatt-1927-05-24-a-p0006,,True,tageblatt
tageblatt-1927-05-27-a-p0006,,True,tageblatt
tageblatt-1927-05-31-a-p0006,,True,tageblatt
tageblatt-1927-06-01-a-p0006,,True,tageblatt
tageblatt-1927-06-08-a-p0006,,True,tageblatt
tageblatt-1927-06-14-b-p0006,,True,tageblatt
tageblatt-1927-06-17-a-p0006,,True,tageblatt
tageblatt-1927-06-21-b-p0006,,True,tageblatt
tageblatt-1927-06-28-a-p0006,,True,tageblatt
tageblatt-1927-07-08-b-p0004,,True,tageblatt
tageblatt-1927-07-12-b-p0004,,True,tageblatt
tageblatt-1927-07-15-b-p0004,,True,tageblatt
tageblatt-1927-07-19-b-p0004,,True,tageblatt
tageblatt-1927-07-22-b-p0004,,True,tageblatt
tageblatt-1927-07-29-b-p0004,,True,tageblatt
tageblatt-1927-08-02-a-p0004,,True,tageblatt
tageblatt-1927-08-05-a-p0004,,True,tageblatt
tageblatt-1927-08-09-a-p0004,,True,tageblatt
tageblatt-1927-08-11-a-p0004,,True,tageblatt
tageblatt-1927-08-17-a-p0004,,True,tageblatt
tageblatt-1927-08-19-a-p0004,,True,tageblatt
tageblatt-1927-08-23-a-p0009,,True,tageblatt
tageblatt-1927-08-26-a-p0004,,True,tageblatt
tageblatt-1927-08-30-a-p0004,,True,tageblatt
tageblatt-1927-09-01-a-p0004,,True,tageblatt
tageblatt-1927-09-06-a-p0004,,True,tageblatt
tageblatt-1927-09-08-a-p0004,,True,tageblatt
tageblatt-1927-09-13-a-p0004,,True,tageblatt
tageblatt-1927-09-16-a-p0004,,True,tageblatt
tageblatt-1927-09-20-a-p0004,,True,tageblatt
tageblatt-1927-09-23-a-p0004,,True,tageblatt
tageblatt-1927-09-27-a-p0004,,True,tageblatt
tageblatt-1927-10-04-a-p0004,,True,tageblatt
tageblatt-1927-10-04-a-p0006,,True,tageblatt
tageblatt-1927-10-07-a-p0004,,True,tageblatt
tageblatt-1927-10-11-a-p0004,,True,tageblatt
tageblatt-1927-10-13-a-p0004,,True,tageblatt
tageblatt-1927-10-24-a-p0006,,True,tageblatt
tageblatt-1927-10-25-a-p0006,,True,tageblatt
tageblatt-1927-10-26-a-p0004,,True,tageblatt
tageblatt-1927-11-02-a-p0004,,True,tageblatt
tageblatt-1927-11-03-b-p0004,,True,tageblatt
tageblatt-1927-11-10-b-p0004,,True,tageblatt
tageblatt-1927-11-15-a-p0004,,True,tageblatt
tageblatt-1927-11-17-a-p0004,,True,tageblatt
tageblatt-1927-11-22-a-p0004,,True,tageblatt
tageblatt-1927-11-25-a-p0004,,True,tageblatt
tageblatt-1927-11-29-a-p0004,,True,tageblatt
tageblatt-1927-12-02-a-p0006,,True,tageblatt
tageblatt-1927-12-06-a-p0004,,True,tageblatt
tageblatt-1927-12-08-a-p0004,,True,tageblatt
tageblatt-1927-12-16-b-p0004,,True,tageblatt
tageblatt-1927-12-23-b-p0004,,True,tageblatt
tageblatt-1927-12-28-a-p0004,,True,tageblatt
tageblatt-1927-12-30-a-p0004,,True,tageblatt
tageblatt-1928-01-03-a-p0004,,True,tageblatt
tageblatt-1928-01-10-a-p0004,,True,tageblatt
tageblatt-1928-01-17-a-p0004,,True,tageblatt
tageblatt-1928-01-24-b-p0005,,True,tageblatt
tageblatt-1928-01-24-b-p0006,,True,tageblatt
tageblatt-1928-01-24-b-p0008,,True,tageblatt
tageblatt-1928-01-24-b-p0009,,True,tageblatt
tageblatt-1928-01-31-a-p0004,,True,tageblatt
tageblatt-1928-02-03-a-p0004,,True,tageblatt
tageblatt-1928-02-07-a-p0006,,True,tageblatt
tageblatt-1928-02-14-a-p0004,,True,tageblatt
tageblatt-1928-02-22-a-p0004,,True,tageblatt
tageblatt-1928-02-28-a-p0004,,True,tageblatt
tageblatt-1928-03-06-a-p0006,,True,tageblatt
tageblatt-1928-03-09-b-p0004,,True,tageblatt
tageblatt-1928-03-13-a-p0004,,True,tageblatt
tageblatt-1928-03-16-a-p0004,,True,tageblatt
tageblatt-1928-03-20-b-p0004,,True,tageblatt
tageblatt-1928-03-26-a-p0004,,True,tageblatt
tageblatt-1928-03-27-b-p0006,,True,tageblatt
tageblatt-1928-03-31-a-p0004,,True,tageblatt
tageblatt-1928-04-03-a-p0006,,True,tageblatt
tageblatt-1928-04-06-a-p0006,,True,tageblatt
tageblatt-1928-04-13-a-p0006,,True,tageblatt
tageblatt-1928-04-17-a-p0004,,True,tageblatt
tageblatt-1928-04-20-a-p0006,,True,tageblatt
tageblatt-1928-04-24-a-p0006,,True,tageblatt
tageblatt-1928-04-27-a-p0006,,True,tageblatt
tageblatt-1928-05-08-a-p0004,,True,tageblatt
tageblatt-1928-05-11-a-p0004,,True,tageblatt
tageblatt-1928-05-15-a-p0006,,True,tageblatt
tageblatt-1928-05-22-a-p0006,,True,tageblatt
tageblatt-1928-05-25-a-p0006,,True,tageblatt
tageblatt-1928-05-31-a-p0004,,True,tageblatt
tageblatt-1928-06-15-a-p0006,,True,tageblatt
tageblatt-1928-06-19-a-p0004,,True,tageblatt
tageblatt-1928-06-22-a-p0004,,True,tageblatt
tageblatt-1928-06-27-a-p0004,,True,tageblatt
tageblatt-1928-06-29-a-p0004,,True,tageblatt
tageblatt-1928-07-03-a-p0004,,True,tageblatt
tageblatt-1928-07-06-a-p0006,,True,tageblatt
tageblatt-1928-07-10-a-p0006,,True,tageblatt
tageblatt-1928-07-13-a-p0004,,True,tageblatt
tageblatt-1928-07-17-a-p0004,,True,tageblatt
tageblatt-1928-07-20-a-p0004,,True,tageblatt
tageblatt-1928-07-24-a-p0006,,True,tageblatt
tageblatt-1928-07-27-a-p0004,,True,tageblatt
tageblatt-1928-07-31-a-p0006,,True,tageblatt
tageblatt-1928-08-07-a-p0006,,True,tageblatt
tageblatt-1928-08-14-a-p0006,,True,tageblatt
tageblatt-1928-08-17-a-p0004,,True,tageblatt
tageblatt-1928-08-21-a-p0004,,True,tageblatt
tageblatt-1928-08-28-a-p0006,,True,tageblatt
tageblatt-1928-09-04-a-p0004,,True,tageblatt
tageblatt-1928-09-07-a-p0006,,True,tageblatt
tageblatt-1928-09-11-a-p0004,,True,tageblatt
tageblatt-1928-09-14-a-p0006,,True,tageblatt
tageblatt-1928-09-18-a-p0006,,True,tageblatt
tageblatt-1928-09-25-a-p0004,,True,tageblatt
tageblatt-1928-10-02-a-p0006,,True,tageblatt
tageblatt-1928-10-05-a-p0006,,True,tageblatt
tageblatt-1928-10-09-a-p0006,,True,tageblatt
tageblatt-1928-10-16-a-p0006,,True,tageblatt
tageblatt-1928-10-19-a-p0006,,True,tageblatt
tageblatt-1928-10-24-a-p0006,,True,tageblatt
tageblatt-1928-10-26-a-p0006,,True,tageblatt
tageblatt-1928-10-30-a-p0006,,True,tageblatt
tageblatt-1928-11-02-a-p0006,,True,tageblatt
tageblatt-1928-11-06-a-p0004,,True,tageblatt
tageblatt-1928-11-08-a-p0004,,True,tageblatt
tageblatt-1928-11-13-a-p0004,,True,tageblatt
tageblatt-1928-11-15-a-p0004,,True,tageblatt
tageblatt-1928-11-20-a-p0006,,True,tageblatt
tageblatt-1928-11-22-a-p0006,,True,tageblatt
tageblatt-1928-11-27-a-p0006,,True,tageblatt
tageblatt-1928-11-29-a-p0006,,True,tageblatt
tageblatt-1928-12-04-a-p0006,,True,tageblatt
tageblatt-1928-12-06-a-p0006,,True,tageblatt
tageblatt-1928-12-11-a-p0006,,True,tageblatt
tageblatt-1928-12-13-a-p0006,,True,tageblatt
tageblatt-1928-12-18-a-p0006,,True,tageblatt
tageblatt-1928-12-20-a-p0006,,True,tageblatt
tageblatt-1929-01-02-a-p0006,,True,tageblatt
tageblatt-1929-01-07-a-p0006,,True,tageblatt
tageblatt-1929-01-08-a-p0006,,True,tageblatt
tageblatt-1929-01-10-a-p0006,,True,tageblatt
tageblatt-1929-01-15-a-p0006,,True,tageblatt
tageblatt-1929-01-17-a-p0006,,True,tageblatt
tageblatt-1929-01-22-a-p0006,,True,tageblatt
tageblatt-1929-01-24-a-p0006,,True,tageblatt
tageblatt-1929-01-29-a-p0006,,True,tageblatt
tageblatt-1929-01-31-a-p0006,,True,tageblatt
tageblatt-1929-02-05-a-p0006,,True,tageblatt
tageblatt-1929-02-07-a-p0006,,True,tageblatt
tageblatt-1929-02-14-a-p0006,,True,tageblatt
tageblatt-1929-02-15-a-p0006,,True,tageblatt
tageblatt-1929-02-19-a-p0006,,True,tageblatt
tageblatt-1929-02-21-a-p0004,,True,tageblatt
tageblatt-1929-02-26-a-p0006,,True,tageblatt
tageblatt-1929-02-28-a-p0004,,True,tageblatt
tageblatt-1929-03-05-a-p0006,,True,tageblatt
tageblatt-1929-03-07-a-p0004,,True,tageblatt
tageblatt-1929-03-12-a-p0004,,True,tageblatt
tageblatt-1929-03-19-a-p0006,,True,tageblatt
tageblatt-1929-03-25-a-p0006,,True,tageblatt
tageblatt-1929-03-26-a-p0006,,True,tageblatt
tageblatt-1929-03-28-a-p0006,,True,tageblatt
tageblatt-1929-04-03-a-p0006,,True,tageblatt
tageblatt-1929-04-09-a-p0006,,True,tageblatt
tageblatt-1929-04-11-a-p0006,,True,tageblatt
tageblatt-1929-04-16-a-p0006,,True,tageblatt
tageblatt-1929-04-18-a-p0006,,True,tageblatt
tageblatt-1929-04-19-b-p0004,,True,tageblatt
tageblatt-1929-04-25-b-p0006,,True,tageblatt
tageblatt-1929-04-30-a-p0006,,True,tageblatt
tageblatt-1929-05-02-a-p0006,,True,tageblatt
tageblatt-1929-05-07-a-p0006,,True,tageblatt
tageblatt-1929-05-10-a-p0006,,True,tageblatt
tageblatt-1929-05-16-b-p0004,,True,tageblatt
tageblatt-1929-05-23-a-p0006,,True,tageblatt
tageblatt-1929-05-28-a-p0006,,True,tageblatt
tageblatt-1929-05-30-b-p0006,,True,tageblatt
tageblatt-1929-06-06-a-p0006,,True,tageblatt
tageblatt-1929-06-11-a-p0006,,True,tageblatt
tageblatt-1929-06-13-a-p0006,,True,tageblatt
tageblatt-1929-06-20-a-p0006,,True,tageblatt
tageblatt-1929-06-27-a-p0006,,True,tageblatt
tageblatt-1929-07-02-a-p0006,,True,tageblatt
tageblatt-1929-07-04-b-p0006,,True,tageblatt
tageblatt-1929-07-09-a-p0006,,True,tageblatt
tageblatt-1929-07-11-a-p0006,,True,tageblatt
tageblatt-1929-07-16-a-p0006,,True,tageblatt
tageblatt-1929-07-18-b-p0006,,True,tageblatt
tageblatt-1929-07-23-a-p0006,,True,tageblatt
tageblatt-1929-07-25-a-p0006,,True,tageblatt
tageblatt-1929-07-30-a-p0006,,True,tageblatt
tageblatt-1929-08-01-a-p0006,,True,tageblatt
tageblatt-1929-08-06-a-p0006,,True,tageblatt
tageblatt-1929-08-08-a-p0006,,True,tageblatt
tageblatt-1929-08-13-a-p0006,,True,tageblatt
tageblatt-1929-08-20-a-p0006,,True,tageblatt
tageblatt-1929-08-22-a-p0006,,True,tageblatt
tageblatt-1929-08-27-a-p0006,,True,tageblatt
tageblatt-1929-08-29-a-p0006,,True,tageblatt
tageblatt-1929-09-03-a-p0006,,True,tageblatt
tageblatt-1929-09-05-a-p0006,,True,tageblatt
tageblatt-1929-09-10-a-p0006,,True,tageblatt
tageblatt-1929-09-12-a-p0006,,True,tageblatt
tageblatt-1929-09-17-a-p0006,,True,tageblatt
tageblatt-1929-09-19-a-p0006,,True,tageblatt
tageblatt-1929-09-24-a-p0006,,True,tageblatt
tageblatt-1929-09-26-a-p0006,,True,tageblatt
tageblatt-1929-10-01-a-p0006,,True,tageblatt
tageblatt-1929-10-03-a-p0006,,True,tageblatt
tageblatt-1929-10-08-a-p0006,,True,tageblatt
tageblatt-1929-10-10-a-p0006,,True,tageblatt
tageblatt-1929-10-17-a-p0006,,True,tageblatt
tageblatt-1929-10-22-a-p0006,,True,tageblatt
tageblatt-1929-10-24-a-p0006,,True,tageblatt
tageblatt-1929-10-29-b-p0006,,True,tageblatt
tageblatt-1929-11-05-a-p0006,,True,tageblatt
tageblatt-1929-11-07-a-p0006,,True,tageblatt
tageblatt-1929-11-12-a-p0006,,True,tageblatt
tageblatt-1929-11-14-a-p0006,,True,tageblatt
tageblatt-1929-11-19-a-p0006,,True,tageblatt
tageblatt-1929-11-21-a-p0006,,True,tageblatt
tageblatt-1929-11-26-a-p0006,,True,tageblatt
tageblatt-1929-11-28-a-p0006,,True,tageblatt
tageblatt-1929-12-03-a-p0006,,True,tageblatt
tageblatt-1929-12-05-a-p0006,,True,tageblatt
tageblatt-1929-12-10-a-p0006,,True,tageblatt
tageblatt-1929-12-12-a-p0004,,True,tageblatt
tageblatt-1929-12-17-a-p0006,,True,tageblatt
tageblatt-1929-12-19-a-p0004,,True,tageblatt
tageblatt-1929-12-24-a-p0008,,True,tageblatt
tageblatt-1930-01-07-a-p0006,,True,tageblatt
tageblatt-1930-01-09-b-p0004,,True,tageblatt
tageblatt-1930-01-14-a-p0006,,True,tageblatt
tageblatt-1930-01-16-b-p0006,,True,tageblatt
tageblatt-1930-01-21-a-p0006,,True,tageblatt
tageblatt-1930-01-23-b-p0006,,True,tageblatt
tageblatt-1942-12-15-a-p0007,,True,tageblatt
tageblatt-1945-09-08-a-p0006,,True,tageblatt
tageblatt-1947-05-13-a-p0005,,True,tageblatt
tageblatt-1947-05-13-a-p0006,,True,tageblatt
tageblatt-1947-10-06-a-p0004,,True,tageblatt
tageblatt-1947-10-06-a-p0005,,True,tageblatt
tageblatt-1949-05-21-a-p0008,,True,tageblatt
tageblatt-1949-05-21-a-p0009,,True,tageblatt
tageblatt-1949-05-21-a-p0010,,True,tageblatt
tageblatt-1950-10-16-a-p0007,,True,tageblatt
